datetime,station_id,station_name,latitude,longitude,zone,month,hour,day_of_week,is_harmattan,pm25,pm10,no2,o3,co,temperature,humidity,wind_speed,wind_dir_sin,wind_dir_cos,pressure,hour_sin,hour_cos,month_sin,month_cos,aqi_label,aqi_label_original,label_known,aqi_label_masked
2023-10-23 18:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,18,0,0,57.0,137.5,41.2,0.0,525.55,24.82,51.76,7.37,0.9614,0.2751,1011.01,-1.0,-0.0,-0.866025,0.5,1,3,0,-1
2023-10-23 19:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,19,0,0,56.86,116.04,19.16,15.23,824.83,26.74,53.41,8.93,0.9869,0.1611,1014.92,-0.965926,0.258819,-0.866025,0.5,1,3,0,-1
2023-10-23 20:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,20,0,0,44.46,114.23,25.43,9.81,942.24,26.68,57.3,5.36,0.9848,-0.174,1012.25,-0.866025,0.5,-0.866025,0.5,1,2,0,-1
2023-10-23 21:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,21,0,0,21.19,40.57,21.45,15.92,561.94,24.29,61.18,7.51,0.9802,0.1979,1009.14,-0.707107,0.707107,-0.866025,0.5,0,1,0,-1
2023-10-23 22:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,22,0,0,39.16,72.17,9.69,15.33,289.9,27.75,58.09,5.12,0.9892,0.1464,1008.49,-0.5,0.866025,-0.866025,0.5,1,2,0,-1
2023-10-23 23:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,23,0,0,32.54,74.41,24.28,15.0,291.52,27.75,57.18,7.42,0.9962,-0.0875,1015.44,-0.258819,0.965926,-0.866025,0.5,0,2,0,-1
2023-10-24 00:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,0,1,0,14.55,39.4,24.64,26.49,680.53,27.07,55.0,5.83,0.9333,0.359,1012.43,0.0,1.0,-0.866025,0.5,0,0,0,-1
2023-10-24 01:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,1,1,0,17.12,41.3,20.95,14.52,191.09,26.49,60.48,5.93,0.966,0.2586,1004.09,0.258819,0.965926,-0.866025,0.5,0,1,0,-1
2023-10-24 02:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,2,1,0,33.21,85.83,22.63,5.09,522.59,26.39,65.95,6.79,0.9252,-0.3794,1011.32,0.5,0.866025,-0.866025,0.5,0,2,0,-1
2023-10-24 03:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,3,1,0,27.96,73.09,21.61,21.91,417.51,25.84,55.87,5.26,0.9998,0.0182,1009.32,0.707107,0.707107,-0.866025,0.5,1,2,0,-1
2023-10-24 04:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,4,1,0,40.3,83.68,21.75,6.62,414.41,23.08,64.32,6.06,0.9421,0.3353,1009.56,0.866025,0.5,-0.866025,0.5,1,2,0,-1
2023-10-24 05:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,5,1,0,18.66,44.61,13.63,20.07,814.96,25.23,60.86,6.35,0.6701,0.7423,1011.55,0.965926,0.258819,-0.866025,0.5,0,1,0,-1
2023-10-24 06:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,6,1,0,45.95,94.45,49.28,29.01,449.1,26.92,62.35,8.28,0.9997,0.026,1006.07,1.0,0.0,-0.866025,0.5,2,2,0,-1
2023-10-24 07:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,7,1,0,49.27,99.72,38.29,21.16,690.42,27.12,63.64,4.89,0.9229,-0.3851,1009.41,0.965926,-0.258819,-0.866025,0.5,3,2,0,-1
2023-10-24 08:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,8,1,0,72.14,122.51,37.57,16.03,992.54,28.3,58.9,6.82,0.9648,0.2631,1010.77,0.866025,-0.5,-0.866025,0.5,2,3,0,-1
2023-10-24 09:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,9,1,0,45.73,74.03,37.99,6.93,478.89,27.96,51.36,7.13,0.9034,-0.4288,1002.75,0.707107,-0.707107,-0.866025,0.5,0,2,0,-1
2023-10-24 10:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,10,1,0,44.63,79.07,15.2,25.2,708.61,29.64,59.09,6.79,0.9756,0.2197,1011.83,0.5,-0.866025,-0.866025,0.5,1,2,0,-1
2023-10-24 11:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,11,1,0,37.66,99.63,24.49,14.4,453.28,29.11,52.7,6.52,0.8612,-0.5083,1006.43,0.258819,-0.965926,-0.866025,0.5,1,2,0,-1
2023-10-24 12:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,12,1,0,34.81,92.03,19.54,13.49,474.71,29.37,54.05,6.58,0.9021,-0.4315,1007.62,0.0,-1.0,-0.866025,0.5,0,2,0,-1
2023-10-24 13:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,13,1,0,27.89,50.55,18.41,9.1,352.37,28.06,55.63,6.21,0.9225,-0.386,1009.75,-0.258819,-0.965926,-0.866025,0.5,0,2,0,-1
2023-10-24 14:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,14,1,0,35.54,97.83,10.49,10.73,278.77,28.95,60.05,4.88,0.7734,0.6339,1006.95,-0.5,-0.866025,-0.866025,0.5,1,2,0,-1
2023-10-24 15:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,15,1,0,19.27,33.0,8.9,25.23,496.64,29.73,40.07,7.54,0.9859,0.1671,1009.65,-0.707107,-0.707107,-0.866025,0.5,0,1,0,-1
2023-10-24 16:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,16,1,0,16.37,35.61,30.76,0.0,444.84,27.83,52.58,6.36,0.9797,0.2003,1009.96,-0.866025,-0.5,-0.866025,0.5,0,1,0,-1
2023-10-24 17:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,17,1,0,54.49,131.23,29.16,15.69,1171.39,24.47,52.03,6.44,0.9663,0.2575,1008.47,-0.965926,-0.258819,-0.866025,0.5,2,3,0,-1
2023-10-24 18:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,18,1,0,48.03,132.86,18.85,13.19,558.31,27.3,53.58,7.53,0.9787,-0.2051,1006.95,-1.0,-0.0,-0.866025,0.5,1,2,0,-1
2023-10-24 19:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,19,1,0,62.34,158.61,25.32,0.0,529.09,26.0,49.7,5.86,0.8929,-0.4504,1010.47,-0.965926,0.258819,-0.866025,0.5,1,3,0,-1
2023-10-24 20:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,20,1,0,50.11,92.04,46.85,0.06,914.2,27.03,54.94,9.21,0.9373,-0.3486,1007.59,-0.866025,0.5,-0.866025,0.5,0,3,0,-1
2023-10-24 21:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,21,1,0,24.48,68.38,16.71,8.69,689.77,27.79,54.93,7.75,0.9842,0.177,1010.7,-0.707107,0.707107,-0.866025,0.5,0,1,0,-1
2023-10-24 22:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,22,1,0,48.02,109.35,21.63,11.42,256.88,27.17,58.47,6.33,0.9971,0.0766,1012.47,-0.5,0.866025,-0.866025,0.5,1,2,0,-1
2023-10-24 23:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,23,1,0,25.79,56.08,33.79,16.89,336.14,24.15,56.32,6.36,0.9865,-0.1637,1000.0,-0.258819,0.965926,-0.866025,0.5,0,2,0,-1
2023-10-25 00:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,0,2,0,31.82,65.08,12.37,40.43,504.23,25.87,57.36,6.85,0.9991,-0.0419,1002.77,0.0,1.0,-0.866025,0.5,1,2,0,-1
2023-10-25 01:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,1,2,0,25.91,58.54,15.88,33.47,412.02,24.85,58.95,5.73,0.9631,0.2693,1005.83,0.258819,0.965926,-0.866025,0.5,1,2,0,-1
2023-10-25 02:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,2,2,0,27.46,60.85,14.88,19.81,304.12,24.56,56.06,6.34,0.8182,-0.5749,1007.64,0.5,0.866025,-0.866025,0.5,0,2,0,-1
2023-10-25 03:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,3,2,0,43.67,122.23,18.91,16.43,360.0,25.84,54.72,5.4,0.8343,0.5513,1009.98,0.707107,0.707107,-0.866025,0.5,2,2,0,-1
2023-10-25 04:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,4,2,0,44.24,98.36,20.75,9.48,491.99,25.88,53.53,8.4,0.642,-0.7667,1009.34,0.866025,0.5,-0.866025,0.5,0,2,0,-1
2023-10-25 05:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,5,2,0,43.27,90.51,20.46,16.6,357.8,26.73,64.53,5.79,0.7534,0.6575,1005.61,0.965926,0.258819,-0.866025,0.5,1,2,0,-1
2023-10-25 06:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,6,2,0,65.43,124.98,34.74,4.18,654.28,23.02,59.74,5.5,0.8122,0.5833,1016.69,1.0,0.0,-0.866025,0.5,2,3,0,-1
2023-10-25 07:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,7,2,0,72.4,129.87,59.72,5.49,750.86,26.18,57.09,5.06,0.8732,0.4873,1011.78,0.965926,-0.258819,-0.866025,0.5,3,3,0,-1
2023-10-25 08:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,8,2,0,56.24,103.05,48.55,3.38,755.03,27.09,57.33,5.68,0.9912,-0.1323,1007.71,0.866025,-0.5,-0.866025,0.5,2,3,0,-1
2023-10-25 09:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,9,2,0,60.16,120.63,40.75,9.68,959.18,26.8,47.87,7.35,0.9965,0.0838,1013.2,0.707107,-0.707107,-0.866025,0.5,1,3,0,-1
2023-10-25 10:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,10,2,0,35.97,93.52,21.14,26.07,684.73,29.4,40.78,7.19,0.7711,0.6367,1010.89,0.5,-0.866025,-0.866025,0.5,1,2,0,-1
2023-10-25 11:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,11,2,0,25.81,64.23,19.03,19.55,353.87,30.54,57.14,6.27,0.9092,0.4163,1010.96,0.258819,-0.965926,-0.866025,0.5,0,2,0,-1
2023-10-25 12:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,12,2,0,21.69,50.28,29.84,4.59,597.11,29.97,55.88,7.02,0.9904,-0.1384,1008.74,0.0,-1.0,-0.866025,0.5,0,1,0,-1
2023-10-25 13:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,13,2,0,36.17,87.91,17.43,9.31,428.32,28.1,52.38,5.1,1.0,-0.002,1013.53,-0.258819,-0.965926,-0.866025,0.5,1,2,0,-1
2023-10-25 14:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,14,2,0,59.57,136.05,18.26,8.09,527.94,28.46,50.73,5.07,0.9273,-0.3743,1011.58,-0.5,-0.866025,-0.866025,0.5,2,3,0,-1
2023-10-25 15:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,15,2,0,33.1,59.41,17.41,5.72,628.93,25.88,53.16,6.51,0.979,-0.2037,1006.98,-0.707107,-0.707107,-0.866025,0.5,0,2,0,-1
2023-10-25 16:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,16,2,0,38.09,88.68,36.54,0.0,526.17,29.31,48.17,6.67,0.9598,0.2807,1004.35,-0.866025,-0.5,-0.866025,0.5,0,2,0,-1
2023-10-25 17:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,17,2,0,39.61,86.03,14.49,24.39,498.69,26.79,59.79,7.41,0.8813,-0.4725,1009.49,-0.965926,-0.258819,-0.866025,0.5,1,2,0,-1
2023-10-25 18:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,18,2,0,64.41,125.92,37.71,0.94,623.09,26.07,62.22,5.38,0.9524,-0.3049,1012.03,-1.0,-0.0,-0.866025,0.5,2,3,0,-1
2023-10-25 19:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,19,2,0,48.06,133.09,32.79,0.0,647.71,25.09,61.66,6.77,0.996,0.0894,1008.4,-0.965926,0.258819,-0.866025,0.5,1,2,0,-1
2023-10-25 20:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,20,2,0,40.65,66.39,47.56,2.87,535.92,23.55,55.82,5.82,0.9593,0.2824,1009.25,-0.866025,0.5,-0.866025,0.5,1,2,0,-1
2023-10-25 21:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,21,2,0,52.12,138.67,10.88,30.98,426.77,26.64,64.17,5.63,0.9993,-0.0381,1009.46,-0.707107,0.707107,-0.866025,0.5,2,3,0,-1
2023-10-25 22:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,22,2,0,9.85,27.02,17.91,21.53,536.06,27.87,52.77,5.71,0.9537,-0.3008,1010.34,-0.5,0.866025,-0.866025,0.5,0,0,0,-1
2023-10-25 23:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,23,2,0,25.26,51.0,20.38,26.01,231.63,26.87,53.33,5.62,0.9832,-0.1827,1001.41,-0.258819,0.965926,-0.866025,0.5,1,2,0,-1
2023-10-26 00:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,0,3,0,27.2,66.99,20.44,12.44,281.57,24.5,55.12,5.73,0.9479,-0.3185,1008.89,0.0,1.0,-0.866025,0.5,0,2,0,-1
2023-10-26 01:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,1,3,0,31.7,80.06,22.54,24.19,605.08,26.18,61.32,5.47,0.9185,0.3955,1012.01,0.258819,0.965926,-0.866025,0.5,1,2,0,-1
2023-10-26 02:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,2,3,0,18.76,40.5,9.59,28.58,520.75,28.32,57.25,7.63,0.9957,-0.0925,1010.12,0.5,0.866025,-0.866025,0.5,0,1,0,-1
2023-10-26 03:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,3,3,0,26.91,52.1,14.94,15.97,310.0,26.89,61.89,6.23,0.9344,-0.3562,1008.6,0.707107,0.707107,-0.866025,0.5,0,2,0,-1
2023-10-26 04:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,4,3,0,19.65,46.73,18.57,26.8,388.27,27.38,52.37,6.07,0.9784,-0.2068,1008.33,0.866025,0.5,-0.866025,0.5,1,1,0,-1
2023-10-26 05:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,5,3,0,48.55,84.78,24.8,30.03,503.74,24.56,55.02,6.44,0.9581,0.2865,1005.63,0.965926,0.258819,-0.866025,0.5,2,2,0,-1
2023-10-26 06:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,6,3,0,40.23,73.7,18.11,13.96,672.29,26.55,63.17,6.97,0.5764,-0.8172,1004.17,1.0,0.0,-0.866025,0.5,0,2,0,-1
2023-10-26 07:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,7,3,0,38.46,80.0,23.97,15.87,1981.36,26.19,55.69,5.41,0.7644,0.6447,1007.31,0.965926,-0.258819,-0.866025,0.5,1,2,0,-1
2023-10-26 08:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,8,3,0,78.59,155.69,27.56,14.67,1193.5,28.17,57.26,7.57,0.9815,-0.1917,1007.32,0.866025,-0.5,-0.866025,0.5,2,4,0,-1
2023-10-26 09:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,9,3,0,44.53,109.94,29.34,17.21,632.55,28.47,57.21,5.27,0.8326,-0.5539,1008.94,0.707107,-0.707107,-0.866025,0.5,2,2,0,-1
2023-10-26 10:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,10,3,0,25.22,58.84,25.52,10.65,407.34,29.01,53.88,5.0,0.9959,-0.09,1008.57,0.5,-0.866025,-0.866025,0.5,0,2,0,-1
2023-10-26 11:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,11,3,0,31.8,61.86,19.22,14.03,498.25,30.48,54.08,7.18,0.9945,-0.1049,1006.33,0.258819,-0.965926,-0.866025,0.5,0,2,0,-1
2023-10-26 12:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,12,3,0,36.03,71.81,21.0,15.94,261.35,30.54,54.84,6.46,0.8533,-0.5213,1008.53,0.0,-1.0,-0.866025,0.5,1,2,0,-1
2023-10-26 13:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,13,3,0,26.47,65.27,12.62,10.46,404.51,29.75,51.37,6.64,0.8303,0.5573,1005.82,-0.258819,-0.965926,-0.866025,0.5,0,2,0,-1
2023-10-26 14:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,14,3,0,28.47,75.45,22.74,11.62,272.19,30.64,61.51,6.87,0.7611,-0.6487,1007.78,-0.5,-0.866025,-0.866025,0.5,0,2,0,-1
2023-10-26 15:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,15,3,0,30.97,80.56,24.31,16.72,523.77,30.07,50.74,6.77,0.9835,0.1811,1004.36,-0.707107,-0.707107,-0.866025,0.5,0,2,0,-1
2023-10-26 16:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,16,3,0,29.16,79.0,28.63,7.32,462.81,26.08,57.57,5.2,0.8822,0.471,1008.77,-0.866025,-0.5,-0.866025,0.5,1,2,0,-1
2023-10-26 17:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,17,3,0,53.1,124.51,43.01,1.4,935.11,27.48,55.74,6.8,0.9829,0.1843,1003.93,-0.965926,-0.258819,-0.866025,0.5,1,3,0,-1
2023-10-26 18:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,18,3,0,86.08,165.39,16.68,7.12,846.77,27.19,68.81,6.7,0.7694,-0.6387,1007.7,-1.0,-0.0,-0.866025,0.5,2,4,0,-1
2023-10-26 19:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,19,3,0,63.05,132.56,37.76,19.16,788.09,24.83,60.09,5.53,0.9933,-0.116,1007.44,-0.965926,0.258819,-0.866025,0.5,3,3,0,-1
2023-10-26 20:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,20,3,0,40.24,91.92,27.61,1.79,580.46,27.66,53.13,5.87,0.9749,0.2224,1009.31,-0.866025,0.5,-0.866025,0.5,0,2,0,-1
2023-10-26 21:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,21,3,0,23.54,46.55,12.64,1.54,446.51,24.22,61.52,5.67,0.99,0.141,1008.47,-0.707107,0.707107,-0.866025,0.5,0,1,0,-1
2023-10-26 22:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,22,3,0,21.52,53.76,11.65,4.59,351.89,25.94,63.7,7.18,0.723,0.6909,1009.98,-0.5,0.866025,-0.866025,0.5,0,1,0,-1
2023-10-26 23:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,23,3,0,25.39,69.23,16.5,28.67,478.39,25.41,53.38,6.18,0.9738,-0.2274,1010.98,-0.258819,0.965926,-0.866025,0.5,1,2,0,-1
2023-10-27 00:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,0,4,0,38.65,105.24,17.69,16.97,412.53,25.31,54.99,5.89,0.939,-0.3439,1008.26,0.0,1.0,-0.866025,0.5,1,2,0,-1
2023-10-27 01:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,1,4,0,23.72,44.47,26.54,15.54,332.42,22.7,53.4,5.66,0.8652,0.5014,1008.65,0.258819,0.965926,-0.866025,0.5,0,1,0,-1
2023-10-27 02:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,2,4,0,22.74,51.1,30.12,7.8,391.09,26.11,58.27,6.46,0.8507,0.5256,1003.94,0.5,0.866025,-0.866025,0.5,0,1,0,-1
2023-10-27 03:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,3,4,0,35.71,62.47,12.47,20.67,492.85,26.52,61.31,5.91,0.9324,-0.3613,1007.61,0.707107,0.707107,-0.866025,0.5,1,2,0,-1
2023-10-27 04:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,4,4,0,22.74,45.73,18.11,15.13,480.71,25.61,68.3,8.28,0.8147,-0.5798,1009.53,0.866025,0.5,-0.866025,0.5,0,1,0,-1
2023-10-27 05:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,5,4,0,52.6,99.16,17.07,20.05,567.35,26.39,57.78,6.45,0.9832,-0.1828,1011.08,0.965926,0.258819,-0.866025,0.5,1,3,0,-1
2023-10-27 06:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,6,4,0,34.74,79.78,39.51,10.17,526.09,25.2,62.25,8.28,0.9682,-0.2501,1005.38,1.0,0.0,-0.866025,0.5,0,2,0,-1
2023-10-27 07:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,7,4,0,49.61,95.37,51.96,8.17,859.35,28.2,57.83,7.53,0.9055,0.4243,1008.34,0.965926,-0.258819,-0.866025,0.5,1,2,0,-1
2023-10-27 08:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,8,4,0,72.0,118.49,31.35,7.63,875.66,26.53,62.06,5.66,0.9577,-0.2877,1005.94,0.866025,-0.5,-0.866025,0.5,2,3,0,-1
2023-10-27 09:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,9,4,0,74.66,194.54,28.28,14.87,474.96,29.37,54.21,5.1,0.9457,0.325,1011.54,0.707107,-0.707107,-0.866025,0.5,3,3,0,-1
2023-10-27 10:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,10,4,0,69.1,180.92,34.19,2.8,615.25,29.66,55.53,6.23,0.9957,-0.0922,1004.82,0.5,-0.866025,-0.866025,0.5,2,3,0,-1
2023-10-27 11:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,11,4,0,40.77,105.92,10.57,26.22,609.59,30.96,52.77,5.06,0.9373,-0.3486,1009.48,0.258819,-0.965926,-0.866025,0.5,2,2,0,-1
2023-10-27 12:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,12,4,0,38.99,83.54,10.87,6.31,252.4,32.01,50.19,5.68,0.9025,-0.4308,1009.1,0.0,-1.0,-0.866025,0.5,0,2,0,-1
2023-10-27 13:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,13,4,0,43.8,116.06,19.56,17.95,826.08,29.04,50.89,5.41,0.9535,0.3014,1008.44,-0.258819,-0.965926,-0.866025,0.5,2,2,0,-1
2023-10-27 14:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,14,4,0,21.24,48.45,21.93,16.97,202.46,32.43,53.08,5.88,0.9619,-0.2734,1008.21,-0.5,-0.866025,-0.866025,0.5,0,1,0,-1
2023-10-27 15:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,15,4,0,34.72,93.44,30.69,12.92,422.08,27.69,51.31,6.79,0.9725,-0.2328,1005.26,-0.707107,-0.707107,-0.866025,0.5,0,2,0,-1
2023-10-27 16:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,16,4,0,36.08,99.19,38.53,0.0,699.52,28.0,58.13,7.45,0.9406,0.3395,1005.9,-0.866025,-0.5,-0.866025,0.5,0,2,0,-1
2023-10-27 17:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,17,4,0,45.28,84.65,16.94,3.16,975.3,24.82,52.15,5.83,0.9215,-0.3884,1012.23,-0.965926,-0.258819,-0.866025,0.5,0,2,0,-1
2023-10-27 18:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,18,4,0,45.0,79.94,35.0,22.31,777.95,25.1,62.55,6.65,0.9471,0.3211,1004.07,-1.0,-0.0,-0.866025,0.5,1,2,0,-1
2023-10-27 19:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,19,4,0,86.77,174.73,32.25,0.0,845.46,23.72,56.1,7.36,0.6541,-0.7564,1010.67,-0.965926,0.258819,-0.866025,0.5,2,4,0,-1
2023-10-27 20:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,20,4,0,61.31,116.41,16.85,4.6,550.34,24.53,57.07,8.16,0.9963,0.0863,1006.52,-0.866025,0.5,-0.866025,0.5,0,3,0,-1
2023-10-27 21:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,21,4,0,60.5,162.31,17.02,14.06,343.55,26.59,65.79,5.99,0.987,0.1607,1010.63,-0.707107,0.707107,-0.866025,0.5,2,3,0,-1
2023-10-27 22:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,22,4,0,19.89,52.36,11.81,28.1,381.79,26.31,63.43,7.15,0.8992,0.4376,1004.31,-0.5,0.866025,-0.866025,0.5,0,1,0,-1
2023-10-27 23:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,23,4,0,27.55,67.26,17.42,19.76,506.54,25.39,60.35,7.33,0.9853,0.1711,1008.03,-0.258819,0.965926,-0.866025,0.5,0,2,0,-1
2023-10-28 00:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,0,5,0,26.56,66.47,7.13,13.75,449.62,25.13,55.86,6.56,0.9941,-0.1088,1006.97,0.0,1.0,-0.866025,0.5,0,2,0,-1
2023-10-28 01:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,1,5,0,20.46,49.51,9.37,27.17,283.9,25.56,48.33,5.27,0.9952,-0.0983,1004.4,0.258819,0.965926,-0.866025,0.5,0,1,0,-1
2023-10-28 02:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,2,5,0,22.02,36.2,6.92,32.59,337.77,27.02,62.66,6.18,0.9742,0.2255,1007.25,0.5,0.866025,-0.866025,0.5,1,1,0,-1
2023-10-28 03:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,3,5,0,17.72,31.05,11.48,25.94,281.97,25.93,54.43,6.97,0.842,-0.5395,1001.34,0.707107,0.707107,-0.866025,0.5,0,1,0,-1
2023-10-28 04:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,4,5,0,14.79,30.11,10.17,32.73,225.02,24.98,54.74,5.21,0.741,-0.6716,1009.5,0.866025,0.5,-0.866025,0.5,0,0,0,-1
2023-10-28 05:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,5,5,0,23.09,53.96,19.15,26.73,318.85,24.81,65.99,5.06,0.8823,-0.4707,1011.9,0.965926,0.258819,-0.866025,0.5,1,1,0,-1
2023-10-28 06:00:00,0,US Embassy Dakar,14.6928,-17.4467,diplomatic,10,6,5,0,18.07,45.93,11.07,33.69,284.42,26.25,58.63,6.94,0.85,-0.5268,1004.22,1.0,0.0,-0.866025,0.5,0,1,0,-1
